"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU1304.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1305.p__Ascomycota.g__Fusarium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1306.p__Basidiomycota.g__Exidia",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1307.p__Kickxellomycota.g__Ramicandelaber",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0
"OTU1309.p__Basidiomycota.g__Occultifur",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1310.p__Ascomycota.g__Branch06_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1311.p__Basidiomycota.g__Xylodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1312.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"OTU1314.p__Basidiomycota.g__Tulasnella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1315.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1316.p__Basidiomycota.g__Coprinopsis",0,3,0,0,1,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0
"OTU1317.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1318.p__Glomeromycota.g__Funneliformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"OTU1319.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"OTU1320.p__Ascomycota.g__Strelitziana",0,1,1,0,0,0,0,3,0,0,0,13,0,0,1,0,0,0,0,0,2,0,0,0,0
"OTU1321.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0
"OTU1322.p__Ascomycota.g__Cyphellophoraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1323.p__Ascomycota.g__Elsinoe",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1324.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1325.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1328.p__Ascomycota.g__Marquandomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1329.p__Ascomycota.g__Nigrograna",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1330.p__Ascomycota.g__Mycoarthris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1331.p__Ascomycota.g__Fusarium",0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,0,9,4
"OTU1332.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU1333.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"OTU1334.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1335.p__Ascomycota.g__Cytosporella",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU1336.p__Ascomycota.g__Brycekendrickomyces",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,0
"OTU1338.p__Ascomycota.g__Ascobolus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU1339.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1342.p__Ascomycota.g__Gaeumannomyces",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU1343.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1344.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1345.p__Ascomycota.g__Lophiostomataceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1346.p__Mucoromycota.g__Mucorales_gen_Incertae_sedis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1348.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1351.p__Ascomycota.g__Echinusitheca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1352.p__Ascomycota.g__Teratoramularia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"OTU1353.p__Basidiomycota.g__Lactarius",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1354.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU1355.p__Ascomycota.g__Parawilcoxina",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU1356.p__Mortierellomycota.g__Mortierella",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1357.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1358.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1361.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1362.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1363.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1364.p__Ascomycota.g__Beauveria",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,2
"OTU1365.p__Ascomycota.g__Ceramothyrium",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1366.p__Ascomycota.g__Myrothecium",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1367.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1368.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1369.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1370.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1371.p__Basidiomycota.g__Multiclavula",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1372.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1373.p__Basidiomycota.g__Sakaguchia",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1374.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1375.p__Ascomycota.g__Pulvinulaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1376.p__Ascomycota.g__Corticifraga",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1377.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"OTU1378.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
"OTU1379.p__Ascomycota.g__Cephalotrichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"OTU1380.p__Ascomycota.g__Boubovia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"OTU1381.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1382.p__Basidiomycota.g__Entoloma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1384.p__Basidiomycota.g__Coprinellus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1385.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1386.p__Ascomycota.g__Fellhanera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"OTU1387.p__Ascomycota.g__Nigrospora",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1388.p__Chytridiomycota.g__Phlyctochytriaceae_gen_Incertae_sedis",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1389.p__Ascomycota.g__Sympoventuriaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1390.p__Ascomycota.g__Hypocreaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1391.p__Basidiomycota.g__Limnoperdaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1392.p__Basidiomycota.g__Agaricus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU1393.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1394.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1
"OTU1395.p__Basidiomycota.g__Symmetrospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU1396.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1397.p__Ascomycota.g__Elaphomyces",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1400.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1403.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1404.p__Ascomycota.g__Chaetomium",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"OTU1405.p__Basidiomycota.g__Carcinomyces",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1406.p__Ascomycota.g__Acremonium",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU1407.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1408.p__Basidiomycota.g__Vishniacozyma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"OTU1410.p__Ascomycota.g__Neoophiobolus",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1411.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1412.p__Ascomycota.g__Aphanophora",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1416.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1417.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1418.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"OTU1419.p__Basidiomycota.g__Meira",0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,0,0,1,0,0,0,0
"OTU1420.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1421.p__Ascomycota.g__Cordycipitaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1423.p__Ascomycota.g__Terfezia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1424.p__Ascomycota.g__Branch06_gen_Incertae_sedis",0,0,18,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU1425.p__Basidiomycota.g__Russulaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1427.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1428.p__Basidiomycota.g__Tremellales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU1430.p__Glomeromycota.g__Glomeromycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1431.p__Basidiomycota.g__Bannoa",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"OTU1432.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU1433.p__Ascomycota.g__Gibellulopsis",0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0
"OTU1434.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1435.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1436.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1437.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU1438.p__Ascomycota.g__Trichoderma",0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1439.p__Ascomycota.g__Chaetomium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"OTU1440.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1441.p__Ascomycota.g__Podospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1442.p__Basidiomycota.g__Peniophorella",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1443.p__Ascomycota.g__Cyphellophora",0,0,0,0,2,0,0,5,0,0,0,8,0,0,2,0,1,1,0,0,1,0,0,0,0
"OTU1445.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1446.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1447.p__Basidiomycota.g__Slooffia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1448.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1449.p__Glomeromycota.g__Glomerales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU1450.p__Ascomycota.g__Paraphoma",0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
"OTU1451.p__Ascomycota.g__Translucidithyrium",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU1452.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
"OTU1453.p__Basidiomycota.g__Bulleribasidiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0
"OTU1454.p__Ascomycota.g__Zasmidium",0,0,0,0,0,0,0,3,0,2,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0
"OTU1455.p__Ascomycota.g__Stachybotrys",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1456.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"OTU1457.p__Ascomycota.g__Neodevriesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1458.p__Basidiomycota.g__Entoloma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1459.p__Basidiomycota.g__Lacrymaria",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"OTU1460.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1461.p__Basidiomycota.g__Ustilago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1463.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1464.p__Ascomycota.g__Extremaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0
"OTU1465.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"OTU1466.p__Glomeromycota.g__Diversisporaceae_gen_Incertae_sedis",1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1
"OTU1472.p__Ascomycota.g__Hyphopichia",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"OTU1473.p__Basidiomycota.g__Rhodosporidiobolus",0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"OTU1474.p__Ascomycota.g__Setophoma",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1475.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0
"OTU1476.p__Glomeromycota.g__Claroideoglomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"OTU1477.p__Ascomycota.g__Aspergillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1478.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1479.p__Ascomycota.g__Blastobotrys",0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
"OTU1480.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1481.p__Ascomycota.g__Trichoderma",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1482.p__Glomeromycota.g__Septoglomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU1483.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1484.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU1485.p__Monoblepharomycota.g__Monoblepharidales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"OTU1486.p__Ascomycota.g__Verticillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"OTU1487.p__Ascomycota.g__Amphisphaeriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1488.p__Ascomycota.g__Chaetomidium",0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1489.p__Ascomycota.g__Ascotricha",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1490.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1491.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1496.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1498.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU1499.p__Basidiomycota.g__Mrakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU1500.p__Ascomycota.g__Devriesia",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1501.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1502.p__Ascomycota.g__Pyrenochaetopsis",0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1503.p__Ascomycota.g__Tilachlidium",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1504.p__Glomeromycota.g__Septoglomus",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU1506.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0
"OTU1508.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1510.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1511.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
