"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU1512.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1513.p__Ascomycota.g__Zymoseptoria",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1514.p__Ascomycota.g__Podosporaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU1515.p__Ascomycota.g__Micropeltis",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"OTU1516.p__Ascomycota.g__Pezicula",0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1518.p__Ascomycota.g__Strelitziana",0,0,0,0,2,0,0,4,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0
"OTU1519.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1520.p__Ascomycota.g__Sarocladium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1522.p__Blastocladiomycota.g__Paraphysoderma",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1523.p__Ascomycota.g__Ascotricha",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1524.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1525.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1526.p__Chytridiomycota.g__Rhizophlyctidaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1527.p__Basidiomycota.g__Trimorphomycetaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1528.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU1529.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1530.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1531.p__Basidiomycota.g__Simocybe",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1532.p__Ascomycota.g__Stachybotryaceae_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1533.p__Ascomycota.g__Pezizales_gen_Incertae_sedis",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU1534.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0
"OTU1535.p__Ascomycota.g__Paracylindrocarpon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1536.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1537.p__Ascomycota.g__Beauveria",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU1540.p__Olpidiomycota.g__Olpidiaster",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"OTU1541.p__Basidiomycota.g__Thanatephorus",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1542.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1543.p__Ascomycota.g__Pyronemataceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU1544.p__Basidiomycota.g__Cystobasidium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0
"OTU1545.p__Blastocladiomycota.g__Paraphysoderma",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1547.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,0,0,0,0
"OTU1550.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1551.p__Glomeromycota.g__Septoglomus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"OTU1552.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0
"OTU1554.p__Basidiomycota.g__Trichosporonaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1555.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU1558.p__Ascomycota.g__Brachychaeta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1559.p__Ascomycota.g__Pezicula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1560.p__Ascomycota.g__Eurotiales_gen_Incertae_sedis",2,0,38,0,0,0,1,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1561.p__Ascomycota.g__Longihyalospora",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1562.p__Basidiomycota.g__Rhizopogon",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1563.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"OTU1564.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1565.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU1567.p__Ascomycota.g__Strelitziomyces",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1568.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1569.p__Basidiomycota.g__Psathyrella",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1570.p__Basidiomycota.g__Etheirodon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1571.p__Ascomycota.g__Pezicula",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1572.p__Basidiomycota.g__Phanerochaete",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1574.p__Ascomycota.g__Toxicocladosporium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1575.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1576.p__Ascomycota.g__Pyxidiophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU1577.p__Ascomycota.g__Pseudopithomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1580.p__Ascomycota.g__Emericellopsis",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1582.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"OTU1583.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1584.p__Ascomycota.g__Corticifraga",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU1585.p__Basidiomycota.g__Papiliotrema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1586.p__Ascomycota.g__Capronia",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1587.p__Ascomycota.g__Monosporascus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"OTU1588.p__Ascomycota.g__Lasiosphaeriaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1589.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1590.p__Ascomycota.g__Cytosporella",0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
"OTU1592.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1593.p__Ascomycota.g__Knufia",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU1594.p__Ascomycota.g__Fusarium",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1597.p__Aphelidiomycota.g__GS16_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1598.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU1599.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1600.p__Ascomycota.g__Paurocotylis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1601.p__Ascomycota.g__Ascobolus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1602.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1605.p__Ascomycota.g__Neosetophoma",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
"OTU1606.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
"OTU1607.p__Basidiomycota.g__Filobasidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,0,0
"OTU1608.p__Ascomycota.g__Scytalidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1609.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU1611.p__Basidiomycota.g__Kockovaella",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1612.p__Ascomycota.g__Castanediella",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1614.p__Chytridiomycota.g__Ulkenomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1616.p__Glomeromycota.g__Glomeromycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1617.p__Basidiomycota.g__Rhodotorula",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1619.p__Ascomycota.g__Fusarium",0,0,11,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1620.p__Chytridiomycota.g__Powellomyces",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1621.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"OTU1622.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1623.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1625.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1626.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1628.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1630.p__Ascomycota.g__Diaporthe",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1631.p__Ascomycota.g__Ceramothyrium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"OTU1632.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1633.p__Basidiomycota.g__Limnoperdaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1636.p__Ascomycota.g__Cephalotrichiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU1638.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1639.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1640.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1641.p__Basidiomycota.g__Hannaella",1,1,0,0,0,0,0,13,0,0,1,5,0,1,18,0,9,1,0,0,8,0,0,0,0
"OTU1642.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"OTU1643.p__Basidiomycota.g__Bullera",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1644.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1645.p__Ascomycota.g__Cyphellophora",0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,0,0,1,0,0,0,0
"OTU1646.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1647.p__Basidiomycota.g__Conocybe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1648.p__Ascomycota.g__Coniolariella",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1649.p__Ascomycota.g__Paragibellulopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"OTU1650.p__Ascomycota.g__Translucidithyrium",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1651.p__Basidiomycota.g__Ustilaginaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU1652.p__Glomeromycota.g__Funneliformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"OTU1653.p__Ascomycota.g__Cladosporium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,0,0,0
"OTU1654.p__Ascomycota.g__Chaetomium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1655.p__Ascomycota.g__Leotiomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1656.p__Blastocladiomycota.g__Blastocladiales_gen_Incertae_sedis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1657.p__Ascomycota.g__Neophaeosphaeria",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1658.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1659.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1660.p__Ascomycota.g__Talaromyces",0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1661.p__Ascomycota.g__Dothideomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1662.p__Ascomycota.g__Pezicula",2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0
"OTU1663.p__Ascomycota.g__Glomerellales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1664.p__Ascomycota.g__Acrophialophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU1665.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1666.p__Ascomycota.g__Chaetomium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1668.p__Basidiomycota.g__Hannaella",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
"OTU1670.p__Glomeromycota.g__Paraglomeromycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1671.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
"OTU1674.p__Ascomycota.g__Fusarium",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1675.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1676.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU1677.p__Ascomycota.g__Venturiales_gen_Incertae_sedis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1679.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1681.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1682.p__Ascomycota.g__Acremonium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1683.p__Ascomycota.g__Melastiza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1684.p__Ascomycota.g__Peziza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1685.p__Basidiomycota.g__Tremellales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1686.p__Basidiomycota.g__Carlosrosaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0
"OTU1687.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"OTU1688.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1689.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1690.p__Mortierellomycota.g__Linnemannia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1691.p__Ascomycota.g__Cephaliophora",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1692.p__Ascomycota.g__Phialophora",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1693.p__Ascomycota.g__Chaetothyriales_gen_Incertae_sedis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1694.p__Ascomycota.g__Trichomerium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1696.p__Ascomycota.g__Scytalidium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1697.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1698.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1699.p__Basidiomycota.g__Solicoccozyma",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1700.p__Ascomycota.g__Acremonium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU1701.p__Basidiomycota.g__Serendipita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU1702.p__Basidiomycota.g__Papiliotrema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1703.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1704.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1705.p__Ascomycota.g__Readeriella",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1706.p__Ascomycota.g__Capnodiales_gen_Incertae_sedis",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1707.p__Ascomycota.g__Strelitziana",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1708.p__Ascomycota.g__Peltaster",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1709.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1710.p__Ascomycota.g__Cyphellophora",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1711.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"OTU1712.p__Ascomycota.g__Chaetomiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1713.p__Chytridiomycota.g__Rhizophydiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1714.p__Basidiomycota.g__Ustilago",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"OTU1715.p__Ascomycota.g__Hyalorbilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1716.p__Ascomycota.g__Translucidithyrium",0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU1717.p__Ascomycota.g__Brycekendrickomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU1718.p__Ascomycota.g__Preussia",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4
